Ticker,Sector,Industry,MarketCap,PE_Ratio,PB_Ratio,EPS,RevenueGrowth,DebtToEquity,CurrentPrice,ForwardPE,ProfitMargin,ROE,Name
NOC,Industrials,Aerospace & Defense,79339896832.0,17.510971,4.6356845,31.9,0.044,102.682,558.6,18.471794,0.108009994,0.28511998,Northrop Grumman Corporation
ACHR,Industrials,Aerospace & Defense,4436052480.0,,1.9723067,-0.99,,5.534,5.84,-5.601274,0.0,-0.41834998,Archer Aviation Inc.
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5936226816.0,14.579342,0.7153087,6.68,0.08,30.114,97.39,9.793954,0.03771,0.051030003,"Mohawk Industries, Inc."
MSCI,Financial Services,Financial Data & Stock Exchanges,42246004736.0,33.23112,-15.265024,17.48,0.141,,580.88,25.859795,0.40737998,,MSCI Inc.
ALOT,Technology,Computer Hardware,111700040.0,,1.4473685,-0.31,0.005,52.221,14.52,41.485718,-0.01579,-0.031140001,"AstroNova, Inc."
ARKF,,,,38.087196,,,,,42.07,,,,ARK Blockchain & Fintech Innovation ETF
KR,Consumer Defensive,Grocery Stores,42350264320.0,43.454544,7.233031,1.54,0.012,415.97,66.92,11.90148,0.0068800002,0.14405,The Kroger Co.
ISRG,Healthcare,Medical Instruments & Supplies,159862030336.0,54.912407,9.154481,8.22,0.23,,451.38,38.287457,0.28152,0.17232999,"Intuitive Surgical, Inc."
AEMD,Healthcare,Medical Devices,3703099.0,,0.34212816,-48.46,,6.22,2.36,-2.408163,0.0,-2.08596,"Aethlon Medical, Inc."
HST,Real Estate,REIT - Hotel & Motel,14836454400.0,19.372726,2.2349238,1.1,0.128,83.779,21.31,21.96907,0.12476,0.11489,"Host Hotels & Resorts, Inc."
L,Financial Services,Insurance - Property & Casualty,21850597376.0,13.510179,1.1706924,7.86,0.014,45.603,106.19,36.61724,0.08825,0.09217,Loews Corporation
ARMP,Healthcare,Biotechnology,343466656.0,,-1.56,-4.8,-0.121,,9.36,-5.961783,0.0,,"Armata Pharmaceuticals, Inc."
SWK,Industrials,Tools & Accessories,12041587712.0,31.745901,1.3263017,2.44,0.027,77.606,77.46,12.513389,0.024360001,0.04165,"Stanley Black & Decker, Inc."
NKE,Consumer Cyclical,Footwear & Accessories,63766999040.0,28.328949,4.523109,1.52,0.001,79.333,43.06,23.325605,0.04836,0.16016,"NIKE, Inc."
AHRT,Real Estate,REIT - Diversified,640618368.0,,1.1304195,-0.1,-0.534,179.1,6.44,,-0.071329996,0.0060900003,AH REALTY TRUST INC
EXPD,Industrials,Integrated Freight & Logistics,20357191680.0,24.770227,8.700199,6.18,0.044,24.708,153.08,22.897417,0.07475,0.36641,"Expeditors International of Washington, Inc."
NDSN,Industrials,Specialty Industrial Machinery,15769465856.0,30.594156,5.0671277,9.24,0.088,66.986,282.69,22.917622,0.18386,0.17473,Nordson Corporation
BLDR,Industrials,Building Products & Equipment,8019663872.0,28.458015,1.8944534,2.62,-0.101,132.159,74.56,12.6104,0.01967,0.06958,"Builders FirstSource, Inc."
DE,Industrials,Farm & Heavy Construction Machinery,155525070848.0,32.475464,5.913483,17.73,-0.111,376.022,575.79,25.017096,0.10302,0.19566,Deere & Company
AREC,Basic Materials,Coking Coal,245929376.0,,-2.4520254,-0.41,-0.999,,2.3,-7.9310346,0.0,,American Resources Corporation
AIV,Real Estate,REIT - Residential,611388736.0,22.368422,1.6460109,0.19,-0.039,157.477,4.25,-9.444445,4.00047,0.096499994,Apartment Investment and Management Company
ABX,Financial Services,Insurance - Life,890243008.0,25.722221,2.1564975,0.36,1.165,97.081,9.26,8.267858,0.15527001,0.088120006,"Abacus Global Management, Inc."
PAYC,Technology,Software - Application,7146944000.0,16.276884,4.0687184,8.09,0.102,5.215,131.68,11.314395,0.22099,0.27417,"Paycom Software, Inc."
TFC,Financial Services,Banks - Regional,62231658496.0,12.363862,1.0462486,4.04,0.052,,49.95,9.742654,0.29624,0.08579001,Truist Financial Corporation
HPE,Technology,Communication Equipment,39858700288.0,,1.6114151,-0.17,0.184,87.223,30.04,11.048464,-0.0033000002,-0.00471,Hewlett Packard Enterprise Company
GEHC,Healthcare,Medical Devices,27766593536.0,14.63789,2.6802495,4.17,0.074,97.055,61.04,11.343954,0.091000006,0.19462,GE HealthCare Technologies Inc.
ALRS,Financial Services,Banks - Regional,680986304.0,25.809525,1.1890137,1.05,0.187,,27.1,9.774571,0.11455,0.04976,Alerus Financial Corporation
EQR,Real Estate,REIT - Residential,25594732544.0,26.5,2.2703907,2.5,0.025,78.42,66.25,43.588966,0.30632,0.08671,Equity Residential
IEF,,,,,0.80685914,,,,94.53,,,,iShares 7-10 Year Treasury Bond ETF
XLK,,,,39.371487,1.1089686,,,,165.63,,,,State Street Technology Select Sector SPDR ETF
ENPH,Technology,Solar,4747372032.0,35.66337,4.343422,1.01,-0.206,55.529,36.02,14.748574,0.09644,0.14113,"Enphase Energy, Inc."
C,Financial Services,Banks - Diversified,223930318848.0,15.823237,1.140665,8.09,0.169,,128.01,10.304639,0.20356001,0.07649,Citigroup Inc.
IBM,Technology,Information Technology Services,215261937664.0,20.286095,6.528233,11.29,0.095,211.169,229.03,17.02352,0.15606,0.35772,International Business Machines Corporation
PPG,Basic Materials,Specialty Chemicals,23718789120.0,15.244987,2.9939227,6.98,0.067,93.736,106.41,12.34949,0.09832,0.20748,"PPG Industries, Inc."
AMCR,Consumer Cyclical,Packaging & Containers,17391398912.0,28.30075,1.4945997,1.33,0.681,138.731,37.64,8.628594,0.03039,0.07734,Amcor plc
IDXX,Healthcare,Diagnostics & Research,44825546752.0,41.486,27.952583,13.57,0.143,62.968,562.965,34.33174,0.24634,0.72915,"IDEXX Laboratories, Inc."
ARKR,Consumer Cyclical,Restaurants,26144638.0,,0.77681345,-3.81,-0.094,252.491,7.25,,-0.085030004,-0.32182997,Ark Restaurants Corp.
JPM,Financial Services,Banks - Diversified,829040754688.0,14.818008,2.4100516,20.88,0.127,,309.4,13.132388,0.33936,0.16465001,JPMorgan Chase & Co.
NOVN.SW,Healthcare,Drug Manufacturers - General,219926675456.0,21.148624,6.0605545,5.45,-0.007,120.734,115.26,14.912519,0.23921,0.34929,Novartis AG
FMG.AX,Basic Materials,Other Industrial Metals & Mining,63580626944.0,12.218934,2.1970975,1.69,0.105,27.799,20.65,16.08273,0.22849001,0.18691999,Fortescue Ltd
AMH,Real Estate,REIT - Residential,13401776128.0,27.355932,1.6827399,1.18,0.042,66.32,32.28,47.95436,0.24482,0.066,American Homes 4 Rent
ACRS,Healthcare,Biotechnology,663402496.0,,5.5555553,-0.53,-0.859,2.053,4.75,-6.4406776,0.0,-0.50203997,"Aclaris Therapeutics, Inc."
BR,Technology,Information Technology Services,17596252160.0,16.254274,6.244715,9.36,0.078,120.878,152.14,14.655874,0.15028,0.42314,"Broadridge Financial Solutions, Inc."
APOG,Industrials,Building Products & Equipment,759490176.0,14.202381,1.483954,2.52,0.016,55.957,35.79,10.02521,0.03853,0.1083,"Apogee Enterprises, Inc."
ARKK,,,,50.423138,,,,,76.58,,,,ARK Innovation ETF
AMWL,Healthcare,Health Information Services,105949792.0,,0.44354558,-5.96,-0.221,1.826,6.36,-3.2121212,-0.38384,-0.33674,American Well Corporation
SNA,Industrials,Tools & Accessories,19622565888.0,19.566114,3.3122022,19.36,0.052,21.731,378.8,17.788212,0.19601,0.18202,Snap-on Incorporated
ROL,Consumer Cyclical,Personal Services,26051997696.0,49.6422,18.94608,1.09,0.102,77.235,54.11,38.80578,0.13766,0.38671002,"Rollins, Inc."
TM,Consumer Cyclical,Auto Manufacturers,224968179712.0,10.490889,16.189554,18.11,0.086,105.339,189.99,12.039925,0.073249996,0.10032,Toyota Motor Corporation
APRE,Healthcare,Biotechnology,10441157.0,,0.55510205,-1.93,-0.984,,0.8432,-1.2775757,0.0,-0.74581003,"Aprea Therapeutics, Inc."
MAS,Industrials,Building Products & Equipment,14204122112.0,17.428219,-58.675,4.04,0.065,12229.63,70.41,14.979673,0.109,84.57143,Masco Corporation
BX,Financial Services,Asset Management,149995995136.0,31.466665,11.515436,3.9,0.057,66.125,122.72,16.249226,0.21213,0.29533002,Blackstone Inc.
APLY,,,,,,,,,12.34,,,,YieldMax AAPL Option Income Strategy ETF
LHX,Industrials,Aerospace & Defense,56382164992.0,32.89674,2.9446104,9.2,1.9,34.574,302.65,22.230122,0.103690006,,"L3Harris Technologies, Inc."
MU,Technology,Semiconductors,721975312384.0,30.212364,9.966219,21.19,1.963,14.902,640.2,6.3093038,0.41486,0.39823002,"Micron Technology, Inc."
ORCL,Technology,Software - Infrastructure,533075165184.0,33.216846,15.888051,5.58,0.217,415.265,185.35,23.07498,0.25298,0.57572,Oracle Corporation
MOS,Basic Materials,Agricultural Inputs,7393113088.0,13.682353,0.61091554,1.7,0.056,43.154,23.26,10.080829,0.04486,0.048249997,The Mosaic Company
SBAC,Real Estate,REIT - Specialty,23055976448.0,22.882105,-4.7325454,9.5,0.059,,217.38,26.819786,0.35656,,SBA Communications Corporation
ARHS,Consumer Cyclical,Specialty Retail,1030665664.0,15.125001,2.4493928,0.48,0.051,138.818,7.26,12.478516,0.04876,0.17653,"Arhaus, Inc."
BEN,Financial Services,Asset Management,15828147200.0,23.25191,1.3052235,1.31,0.087,23.471,30.46,10.348577,0.08124,0.06704,"Franklin Resources, Inc."
TXT,Industrials,Aerospace & Defense,15933446144.0,17.48664,2.0281994,5.24,0.118,52.674,91.63,12.5564575,0.0615,0.12254,Textron Inc.
COST,Consumer Defensive,Discount Stores,450937323520.0,52.910984,27.265947,19.21,0.215,60.257,1016.42,45.22614,0.029860001,0.29650998,Costco Wholesale Corporation
XLP,,,,26.466564,1.232967,,,,84.06,,,,State Street Consumer Staples Select Sector SPDR ETF
CTRA,Energy,Oil & Gas E&P,27055876096.0,15.90625,1.8249334,2.24,0.234,26.984,35.63,12.047908,0.2456,0.12275,Coterra Energy Inc.
ABBV,Healthcare,Drug Manufacturers - General,364559597568.0,101.03432,-111.41081,2.04,0.124,,206.11,12.718662,0.05786,,AbbVie Inc.
LKQ,Consumer Cyclical,Auto Parts,7205485056.0,14.14,1.1031792,2.0,0.043,80.678,28.28,8.507336,0.03748,0.08139,LKQ Corporation
CLX,Consumer Defensive,Household & Personal Products,10413747200.0,14.003252,-155.45126,6.15,0.001,4876.087,86.12,13.642686,0.111829996,5.46099,The Clorox Company
ANNX,Healthcare,Biotechnology,929541632.0,,4.036697,-1.34,,12.38,5.72,-5.980511,0.0,-0.81897,"Annexon, Inc."
DHR,Healthcare,Diagnostics & Research,123597987840.0,33.908737,2.334064,5.15,0.037,37.17,174.63,19.206194,0.14887999,0.0708,Danaher Corporation
AAGR,Consumer Defensive,Farm Products,572881.0,,-0.023515439,-0.8,-0.169,,0.0099,,0.0,,African Agriculture Holdings Inc.
QQQ,,,,36.009754,1.9051412,,,,681.61,,,,Invesco QQQ Trust
GLD,,,,,2.4601657,,,,418.27,,,,SPDR Gold Shares
MC.PA,Consumer Cyclical,Luxury Goods,234556407808.0,21.718534,3.4912634,21.85,-0.047,53.342,474.55,18.289804,0.13462,0.16236,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne"
8306.T,Financial Services,Banks - Diversified,31582695981056.0,16.611256,1.4845715,168.44,0.117,,2798.0,18.446732,0.22768,0.06113,"Mitsubishi UFJ Financial Group, Inc."
RHHBY,Healthcare,Drug Manufacturers - General,327454752768.0,19.782103,7.5311217,2.57,-0.004,87.637,50.84,15.758428,0.2033,0.37273997,Roche Holding AG
STAG,Real Estate,REIT - Industrial,7427527680.0,29.496124,2.021248,1.29,0.091,88.148,38.05,43.238636,0.28261,0.06915,"STAG Industrial, Inc."
VTR,Real Estate,REIT - Healthcare Facilities,42189807616.0,157.78181,3.2139552,0.55,0.219,93.736,86.78,95.71288,0.042600002,0.0214,"Ventas, Inc."
ARBE,Technology,Scientific & Technical Instruments,101063392.0,,2.2762432,-0.42,3.626,67.697,0.824,-5.885714,0.0,-1.49588,Arbe Robotics Ltd.
XLY,,,,31.840153,0.70283943,,,,118.07,,,,State Street Consumer Discretionary Select Sector SPDR ETF
CME,Financial Services,Financial Data & Stock Exchanges,103931912192.0,24.451834,3.8984413,11.73,0.144,14.059,286.82,22.28857,0.63324,0.15919,CME Group Inc.
CF,Basic Materials,Agricultural Inputs,19669047296.0,14.258352,4.0638585,8.98,0.228,46.765,128.04,13.768896,0.20538999,0.23401,"CF Industries Holdings, Inc."
ETR,Utilities,Utilities - Regulated Electric,53731172352.0,29.938776,3.1369615,3.92,0.12,192.883,117.36,23.398764,0.13414,0.10751,Entergy Corporation
FAST,Industrials,Industrial Distribution,50892398592.0,39.23009,12.756835,1.13,0.124,11.167,44.33,32.47643,0.15392,0.33842,Fastenal Company
SNY,Healthcare,Drug Manufacturers - General,103884070912.0,18.689655,1.2427533,2.32,0.06,27.372,43.36,8.359908,0.15954,0.06576,Sanofi
DLTR,Consumer Defensive,Discount Stores,18243823616.0,15.772728,4.95295,5.94,0.09,187.904,93.69,12.676966,0.06607,0.31693,"Dollar Tree, Inc."
VRSN,Technology,Software - Infrastructure,25095069696.0,30.47182,-11.350428,9.05,0.066,,275.77,25.888548,0.49958,,"VeriSign, Inc."
AQMS,Industrials,Waste Management,18198518.0,,1.1007311,-15.15,,4.008,5.42,-3.3875,0.0,-1.4603701,"Aqua Metals, Inc."
APYX,Healthcare,Medical Devices,116703536.0,,8.0172415,-0.27,0.347,265.255,2.79,-9.893617,-0.21215001,-0.7615,Apyx Medical Corporation
ACNT,Basic Materials,Chemicals,136101488.0,,1.614437,-0.58,0.035,15.841,14.94,18.675,0.011569999,-0.06186,Ascent Industries Co.
GDDY,Technology,Software - Infrastructure,11609651200.0,13.865293,54.818295,6.31,0.061,1621.618,87.49,8.12098,0.1732,3.98215,GoDaddy Inc.
NUE,Basic Materials,Steel,52850614272.0,23.045681,2.530642,10.07,0.213,31.595,232.07,14.776287,0.06824,0.12285,Nucor Corporation
ALTO,Basic Materials,Specialty Chemicals,464174432.0,37.4375,1.8883984,0.16,-0.019,39.796,5.99,15.763158,0.014529999,0.05672,"Alto Ingredients, Inc."
CTSH,Technology,Information Technology Services,24534509568.0,11.251626,1.6316965,4.61,0.058,7.247,51.87,8.422177,0.10413,0.14876,Cognizant Technology Solutions Corporation
NEE,Utilities,Utilities - Regulated Electric,200776679424.0,24.436548,3.6358142,3.94,0.073,156.686,96.28,21.933413,0.29369,0.10325,"NextEra Energy, Inc."
VEA,,,,18.824614,,,,,68.98,,,,Vanguard FTSE Developed Markets Index Fund ETF Shares
LVS,Consumer Cyclical,Resorts & Casinos,34629423104.0,19.284132,28.920862,2.71,0.253,981.405,52.26,14.188209,0.13406,0.90455,Las Vegas Sands Corp.
AMP,Financial Services,Asset Management,42765963264.0,11.833707,6.614501,40.11,0.09,52.785,474.65,9.995868,0.20165001,0.66936,"Ameriprise Financial, Inc."
GD,Industrials,Aerospace & Defense,94423400448.0,21.973568,3.6791637,15.89,0.103,37.701,349.16,19.329632,0.08068,0.17974001,General Dynamics Corporation
PHM,Consumer Cyclical,Residential Construction,22471675904.0,11.4201355,1.7373056,10.33,-0.124,18.942,117.97,10.543457,0.121400006,0.16178,"PulteGroup, Inc."
GOOGL,Communication Services,Internet Content & Information,4706001747968.0,29.583397,11.307018,13.13,0.218,20.026,388.43,27.039349,0.37919,0.38884997,Alphabet Inc.
WELL,Real Estate,REIT - Healthcare Facilities,151277469696.0,103.028854,3.54291,2.08,0.383,44.486,214.3,64.87393,0.119619995,0.03665,Welltower Inc.
APD,Basic Materials,Specialty Chemicals,67679338496.0,32.060127,4.3245587,9.48,0.088,101.611,303.93,21.337929,0.16906999,0.12353,"Air Products and Chemicals, Inc."
ALNY,Healthcare,Biotechnology,40201969664.0,75.846344,37.363194,3.97,0.964,276.203,301.11,21.702934,0.12550001,0.90356004,"Alnylam Pharmaceuticals, Inc."
O,Real Estate,REIT - Retail,59275886592.0,54.333336,1.5054349,1.17,0.11,73.505,63.57,34.95796,0.18370001,0.02702,Realty Income Corporation
CL,Consumer Defensive,Household & Personal Products,69080342528.0,33.461243,1288.5074,2.58,0.084,1640.535,86.33,21.306108,0.10041001,3.6357698,Colgate-Palmolive Company
XPEV,Consumer Cyclical,Auto Manufacturers,15119976448.0,,3.3989155,-0.18,0.382,64.388,15.82,22.942242,-0.01485,-0.03697,XPeng Inc.
HWM,Industrials,Aerospace & Defense,97304141824.0,65.41509,18.207666,3.71,0.146,60.022,242.69,43.211876,0.18274,0.30443,Howmet Aerospace Inc.
GNRC,Industrials,Specialty Industrial Machinery,15507479552.0,82.6583,5.877449,3.19,0.124,55.591,263.68,24.146145,0.04368,0.07388,Generac Holdings Inc.
XLRE,,,,33.734962,,,,,44.17,,,,State Street Real Estate Select Sector SPDR ETF
8316.T,Financial Services,Banks - Diversified,21155557670912.0,14.83693,1.3552231,373.46,0.218,,5541.0,17.434946,0.20729999,0.04933,"Sumitomo Mitsui Financial Group, Inc."
CCL,Consumer Cyclical,Travel Services,35695046656.0,11.352424,2.738867,2.27,0.061,203.901,25.77,9.91913,0.11476,0.27853,Carnival Corporation & plc
AISPX,,,,,,,,,8.57,,,,Affinity Small Cap Fund Class C
PNW,Utilities,Utilities - Regulated Electric,12276260864.0,18.899254,1.7381309,5.36,0.114,212.957,101.3,18.16949,0.11986,0.09559,Pinnacle West Capital Corporation
TDY,Technology,Scientific & Technical Instruments,29273991168.0,32.058346,2.7756813,19.71,0.076,23.133,631.87,24.270842,0.14987001,0.09049,Teledyne Technologies Incorporated
ARDX,Healthcare,Biotechnology,1761319552.0,,11.843854,-0.24,0.275,157.533,7.13,13.841972,-0.13576001,-0.39457,"Ardelyx, Inc."
ADEA,Technology,Software - Application,3080331264.0,25.527523,6.310955,1.09,0.195,85.688,27.825,18.46788,0.26501,0.28511,Adeia Inc.
1299.HK,Financial Services,Insurance - Life,911089401856.0,18.928572,2.7017224,4.62,0.06,47.195,87.45,13.081224,0.2378,0.14847,AIA Group Limited
JBHT,Industrials,Integrated Freight & Logistics,22918477824.0,37.73913,6.3761573,6.44,0.046,43.622,243.04,26.886711,0.051269997,0.16676001,"J.B. Hunt Transport Services, Inc."
LULU,Consumer Cyclical,Apparel Retail,15275081728.0,9.819759,3.057147,13.26,0.008,36.245,130.21,9.83039,0.14224,0.34013,lululemon athletica inc.
CUBE,Real Estate,REIT - Industrial,8915418112.0,27.391607,3.3484354,1.43,0.033,129.599,39.17,26.621084,0.2886,0.11562,
LYV,Communication Services,Entertainment,36975726592.0,,135.8031,-1.78,0.111,572.032,157.26,73.76242,0.01968,0.36701,"Live Nation Entertainment, Inc."
GS,Financial Services,Capital Markets,271079374848.0,16.77725,2.5541325,54.77,0.145,678.596,918.89,14.053205,0.29363,0.14548,"The Goldman Sachs Group, Inc."
FTV,Technology,Scientific & Technical Instruments,18502014976.0,35.491226,3.0489824,1.71,0.077,58.806,60.69,18.896534,0.12837,0.06814,Fortive Corporation
AEE,Utilities,Utilities - Regulated Electric,30885564416.0,20.86729,2.3026152,5.35,-0.088,147.125,111.64,19.250666,0.1719,0.11337,Ameren Corporation
IRM,Real Estate,REIT - Specialty,39183998976.0,143.15216,-32.247795,0.92,0.216,,131.7,49.257397,0.03758,,Iron Mountain Incorporated
0700.HK,Communication Services,Internet Content & Information,4184084316160.0,16.702742,3.1582458,27.72,0.127,32.746,463.0,11.906923,0.29909,0.20027,Tencent Holdings Limited
COO,Healthcare,Medical Instruments & Supplies,11950756864.0,30.472637,1.4287714,2.01,0.062,33.201,61.25,12.200077,0.09668,0.04868,"The Cooper Companies, Inc."
FTNT,Technology,Software - Infrastructure,65830612992.0,37.157024,53.973587,2.42,0.148,85.802,89.92,27.184889,0.27257,1.3571601,"Fortinet, Inc."
ARKO,Consumer Cyclical,Specialty Retail,737046976.0,43.8,2.7250104,0.15,-0.107,701.815,6.57,131.4,0.00347,0.06113,Arko Corp.
APVO,Healthcare,Biotechnology,6322228.0,,0.30713588,-87.27,,26.633,5.35,-0.28686327,0.0,-2.3461301,Aptevo Therapeutics Inc.
TGT,Consumer Defensive,Discount Stores,58506989568.0,15.845019,3.608707,8.13,-0.015,125.518,128.82,15.13914,0.03536,0.24034001,Target Corporation
TLS.AX,Communication Services,Telecom Services,59975815168.0,26.800001,4.5655875,0.2,0.003,119.144,5.36,24.376934,0.097950004,0.14753,Telstra Group Limited
6861.T,Technology,Scientific & Technical Instruments,18543470968832.0,41.666664,5.341674,1835.04,0.179,,76460.0,40.944847,0.38073003,,Keyence Corporation
COLD,Real Estate,REIT - Industrial,3437068032.0,,1.1841975,-0.4,-0.012,153.963,11.99,159.86665,-0.044060003,-0.03701,"Americold Realty Trust, Inc."
APPF,Technology,Software - Application,6108539904.0,41.133335,12.99045,4.2,0.204,7.864,172.76,21.0041,0.15268,0.32598,"AppFolio, Inc."
LEN,Consumer Cyclical,Residential Construction,21230913536.0,12.402878,0.9703601,6.95,-0.133,24.992,86.2,11.357168,0.0539,0.08076,Lennar Corporation
F,Consumer Cyclical,Auto Manufacturers,46581055488.0,,1.2437493,-1.55,0.064,425.544,11.69,6.318304,-0.03216,-0.14813,Ford Motor Company
WEC,Utilities,Utilities - Regulated Electric,37527109632.0,23.090181,2.7545483,4.99,0.09,153.184,115.22,19.191147,0.16239001,0.11679,"WEC Energy Group, Inc."
AFRI,Consumer Defensive,Farm Products,269015936.0,,-58.82353,-0.78,-0.453,1753.338,10.0,,-0.111190006,-1.5636301,Forafric Global PLC
ABEO,Healthcare,Biotechnology,331625120.0,5.7722774,2.0152092,1.01,,15.682,5.83,24.291666,12.230761,0.70045996,Abeona Therapeutics Inc.
EXPN.L,Industrials,Consulting Services,24438560768.0,25.009174,6.269708,1.09,0.122,105.242,2726.0,18.372131,0.17125,0.26771998,Experian plc
JKHY,Technology,Information Technology Services,10808801280.0,21.426111,4.8920627,6.97,0.079,3.109,149.34,21.3221,0.20587,0.24284,"Jack Henry & Associates, Inc."
PDD,Consumer Cyclical,Internet Retail,137713614848.0,10.005171,2.2317166,9.67,0.12,1.301,96.75,6.866357,0.22657,0.26928,PDD Holdings Inc.
BALL,Consumer Cyclical,Packaging & Containers,15200001024.0,16.650146,2.7956727,3.43,0.163,138.939,57.11,12.706952,0.06863,0.16785999,Ball Corporation
AXON,Industrials,Aerospace & Defense,30665779200.0,250.39474,9.414734,1.52,0.385,59.107,380.6,36.381363,0.044850003,0.04476,"Axon Enterprise, Inc."
SCHW,Financial Services,Capital Markets,161904246784.0,18.369781,3.2790375,5.03,0.158,67.073,92.4,13.223008,0.37986,0.1909,The Charles Schwab Corporation
AEHR,Technology,Semiconductor Equipment & Materials,2868222208.0,,20.336752,-0.38,-0.437,7.223,91.19,607.93335,-0.25226,-0.08681,"Aehr Test Systems, Inc."
ENB,Energy,Oil & Gas Midstream,119832109056.0,23.168777,2.93521,2.37,0.059,161.396,54.91,23.275164,0.1149,0.115550004,Enbridge Inc.
APLS,Healthcare,Biotechnology,5245031936.0,227.61111,14.016421,0.18,-0.059,128.154,40.97,-167.73798,0.0223,0.07479,"Apellis Pharmaceuticals, Inc."
WES.AX,Consumer Cyclical,Home Improvement Retail,82546401280.0,26.929628,10.507225,2.7,0.031,161.507,72.71,26.39192,0.065960005,0.3639,Wesfarmers Limited
IR,Industrials,Specialty Industrial Machinery,29671157760.0,51.22973,2.9391012,1.48,0.076,48.353,75.82,19.701181,0.075440004,0.057150003,Ingersoll Rand Inc.
NCLH,Consumer Cyclical,Travel Services,7777326080.0,13.661291,3.4899054,1.24,0.096,661.444,16.94,6.857967,0.05664,0.29533002,Norwegian Cruise Line Holdings Ltd.
AMC.AX,Consumer Cyclical,Packaging & Containers,24349808640.0,28.641304,1.5066708,1.84,0.681,138.731,52.7,8.487152,0.03039,0.07734,Amcor plc
AMAT,Technology,Semiconductor Equipment & Materials,326030819328.0,42.178646,15.012608,9.74,-0.021,33.108,410.82,29.196365,0.27784002,0.38863,"Applied Materials, Inc."
WPM,Basic Materials,Gold,56866164736.0,38.773994,6.5430226,3.23,1.272,0.091,125.24,21.883358,0.63584,0.18454,Wheaton Precious Metals Corp.
PCAR,Industrials,Farm & Heavy Construction Machinery,59691384832.0,24.131916,3.093413,4.7,-0.089,76.163,113.42,16.742615,0.08913,0.13108,PACCAR Inc
AGNC,Real Estate,REIT - Mortgage,12305801216.0,8.375,1.2047652,1.28,,722.896,10.72,7.082733,0.91713,0.13248,AGNC Investment Corp.
ARCO,Consumer Cyclical,Restaurants,1853834880.0,8.712872,2.406344,1.01,0.107,290.806,8.8,10.212133,0.045339998,0.33176,Arcos Dorados Holdings Inc.
ODFL,Industrials,Trucking,40868093952.0,41.02092,9.282332,4.78,-0.029,0.909,196.08,31.632694,0.18461001,0.23331,"Old Dominion Freight Line, Inc."
FR,Real Estate,REIT - Industrial,8458025472.0,23.833977,2.9673605,2.59,0.1,90.648,61.73,33.31876,0.45953,0.12838,"First Industrial Realty Trust, Inc."
BRO,Financial Services,Insurance Brokers,19492890624.0,18.732899,1.5303761,3.07,0.357,64.37,57.51,11.793754,0.18360001,0.11926,"Brown & Brown, Inc."
AMTB,Financial Services,Banks - Regional,905161344.0,16.197184,1.0146015,1.42,0.033,,23.0,11.044418,0.14599,0.06409,Amerant Bancorp Inc.
EOG,Energy,Oil & Gas E&P,75439505408.0,15.423878,2.5379376,9.13,0.0,30.62,140.82,9.976798,0.21982999,0.16829,"EOG Resources, Inc."
CMG,Consumer Cyclical,Restaurants,41445134336.0,29.642202,17.26884,1.09,0.074,217.885,32.31,23.793043,0.119619995,0.49231997,"Chipotle Mexican Grill, Inc."
AIZ,Financial Services,Insurance - Property & Casualty,11806488576.0,12.148565,2.0110245,19.52,0.079,38.845,237.14,10.72625,0.0681,0.15899,"Assurant, Inc."
ARLP,Energy,Thermal Coal,3368287488.0,13.778948,1.9085807,1.9,-0.045,28.491,26.18,9.52,0.11347,0.13971,"Alliance Resource Partners, L.P."
LOW,Consumer Cyclical,Home Improvement Retail,126142963712.0,19.00675,-12.741415,11.85,0.109,,225.23,16.530739,0.07712,,"Lowe's Companies, Inc."
APPN,Technology,Software - Infrastructure,1689528960.0,1136.0,-35.779526,0.02,0.217,,22.72,19.509346,0.0017,,Appian Corporation
ADTX,Healthcare,Biotechnology,119842.0,,0.009719777,-9230.64,-0.866,76.044,0.1325,-0.011736049,0.0,-6.9913,"Aditxt, Inc."
ANIX,Healthcare,Biotechnology,100583576.0,,6.6518846,-0.32,,1.394,3.0,-8.333333,0.0,-0.68065,"Anixa Biosciences, Inc."
BCO,Industrials,Security & Protection Services,4293302272.0,22.19149,15.435844,4.7,0.091,1133.489,104.3,9.886256,0.03796,0.58516,The Brink's Company
HOLX,Healthcare,Medical Instruments & Supplies,16968846336.0,31.53942,3.2325425,2.41,0.025,48.051,76.01,15.664253,0.13178,0.108559996,"Hologic, Inc."
TER,Technology,Semiconductor Equipment & Materials,55901204480.0,66.25232,19.93747,5.39,0.87,2.621,357.1,37.53724,0.22553,0.2875,"Teradyne, Inc."
TSN,Consumer Defensive,Farm Products,24099737600.0,53.889767,1.33698,1.27,0.044,44.41,68.44,15.154367,0.00813,0.02619,"Tyson Foods, Inc."
BNP.PA,Financial Services,Banks - Regional,103539441664.0,8.866981,0.89990807,10.6,0.093,,93.99,7.2979383,0.2545,0.09575,BNP Paribas SA
ABT,Healthcare,Medical Devices,151833853952.0,24.417366,2.9164574,3.57,0.078,64.773,87.17,14.375118,0.13904999,0.123339996,Abbott Laboratories
BAX,Healthcare,Medical Instruments & Supplies,8650855424.0,,1.4315015,-1.91,0.029,161.021,16.75,8.311748,-0.096999995,-0.15010999,Baxter International Inc.
